time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2021-08-28 23:00:00,48921.44,48702.84,48735.06,243.09,11866163.66,48918.9,direct,
2021-08-29 00:00:00,49615.62,48780.34,48918.9,1770.57,87286322.69,49583.92,direct,
2021-08-29 01:00:00,49653.49,49316.23,49583.92,838.82,41517514.32,49374.77,direct,
2021-08-29 02:00:00,49420.05,48490.27,49374.77,1207.8,59103928.11,48605.21,direct,
2021-08-29 03:00:00,48705.14,48120.85,48605.21,1558.62,75412505.53,48258.78,direct,
2021-08-29 04:00:00,48318.61,47841.49,48258.78,1561.73,75101731.44,48181.96,direct,
2021-08-29 05:00:00,48398.18,48129.7,48181.96,554.08,26761153.94,48344.19,direct,
2021-08-29 06:00:00,48531.47,48277.32,48344.19,761.43,36882014.39,48464.56,direct,
2021-08-29 07:00:00,48611.75,48407.84,48464.56,593.13,28773920.87,48531.93,direct,
2021-08-29 08:00:00,48652.8,48334.39,48531.93,489.9,23772026.07,48524.17,direct,
2021-08-29 09:00:00,48598.05,48340.43,48524.17,389.87,18900764.88,48595.52,direct,
2021-08-29 10:00:00,48675.7,48429.78,48595.52,377.84,18331985.68,48570.1,direct,
2021-08-29 11:00:00,48623.41,48185.07,48570.1,914.58,44287997.84,48188.05,direct,
2021-08-29 12:00:00,48465.17,48139.06,48188.05,627.41,30327470.12,48389.39,direct,
2021-08-29 13:00:00,48566.86,48332.82,48389.39,461.97,22391448.3,48351.75,direct,
2021-08-29 14:00:00,48511.03,48252.24,48351.75,463.49,22420354.33,48257.83,direct,
2021-08-29 15:00:00,48537.95,48211.39,48257.83,537.59,26006661.19,48495.1,direct,
2021-08-29 16:00:00,48808.14,48381.01,48495.1,826.39,40162343.74,48692.74,direct,
2021-08-29 17:00:00,48814.44,48537.18,48692.74,472.21,22995940.6,48807.1,direct,
2021-08-29 18:00:00,48870.01,48685.61,48807.1,409.56,19974916.03,48791.89,direct,
2021-08-29 19:00:00,48893.54,48740.09,48791.89,388.68,18972251.05,48821.28,direct,
2021-08-29 20:00:00,49025.61,48785.99,48821.28,562.82,27520964.23,48914.62,direct,
2021-08-29 21:00:00,48983.67,48463.11,48914.62,732.68,35743070.91,48917.85,direct,
2021-08-29 22:00:00,49411.41,48917.67,48917.85,1560.71,76799465.29,49156.65,direct,
2021-08-29 23:00:00,49288.93,48781.11,49156.65,921.91,45178764.22,48794.26,direct,
2021-08-30 00:00:00,48878.11,48380.56,48794.26,1087.0,52861007.85,48428.93,direct,
2021-08-30 01:00:00,48711.63,48403.15,48428.93,694.82,33735981.49,48526.0,direct,
2021-08-30 02:00:00,48650.31,48426.39,48526.0,680.76,33043095.55,48429.32,direct,
2021-08-30 03:00:00,48463.16,47841.06,48429.32,2241.57,107886149.69,47994.83,direct,
2021-08-30 04:00:00,48145.09,47782.21,47994.83,951.5,45584258.43,47896.42,direct,
2021-08-30 05:00:00,48047.76,47795.38,47896.42,632.22,30322860.67,48028.26,direct,
2021-08-30 06:00:00,48110.72,47662.9,48028.26,1363.58,65299531.88,47989.18,direct,
2021-08-30 07:00:00,48024.67,47772.94,47989.18,1249.87,59879574.81,47957.69,direct,
2021-08-30 08:00:00,48221.91,47874.65,47957.69,797.35,38287446.34,48104.15,direct,
2021-08-30 09:00:00,48138.42,47914.85,48104.15,597.03,28668254.76,47951.14,direct,
2021-08-30 10:00:00,48076.47,47837.92,47951.14,509.06,24406008.88,48039.96,direct,
2021-08-30 11:00:00,48049.33,47661.79,48039.96,770.92,36880190.05,47931.2,direct,
2021-08-30 12:00:00,47936.04,47540.85,47931.2,1300.82,61986437.89,47595.27,direct,
2021-08-30 13:00:00,47785.79,47414.43,47595.27,1237.47,58928551.83,47785.79,direct,
2021-08-30 14:00:00,47928.68,47678.53,47785.79,918.05,43910144.51,47714.96,direct,
2021-08-30 15:00:00,48118.37,47692.0,47714.96,906.28,43473583.94,48058.48,direct,
2021-08-30 16:00:00,48217.28,47408.9,48067.17,26750.02,1289809152.73,48217.13,invert_divide,ETH
2021-08-30 17:00:00,48350.1,48088.37,48194.32,789.81,38049931.06,48341.59,direct,
2021-08-30 18:00:00,48527.66,48194.93,48341.59,1289.68,62387915.12,48524.7,direct,
2021-08-30 19:00:00,48643.45,48390.07,48524.7,1148.45,55717706.3,48642.69,direct,
2021-08-30 20:00:00,48717.03,48560.22,48642.69,846.54,41179989.72,48657.55,direct,
2021-08-30 21:00:00,48681.63,48203.15,48657.55,1171.69,56711497.19,48406.55,direct,
2021-08-30 22:00:00,48468.44,47581.44,48406.55,2326.31,111412715.18,47623.8,direct,
2021-08-30 23:00:00,47626.92,46872.47,47623.8,4710.26,222291743.36,46993.31,direct,
2021-08-31 00:00:00,47146.63,46713.72,46993.31,2129.09,99853993.17,46860.97,direct,
2021-08-31 01:00:00,47005.88,46765.87,46860.97,1156.93,54264042.15,46888.77,direct,
2021-08-31 02:00:00,47059.37,46766.79,46888.77,871.38,40887347.05,47024.5,direct,
2021-08-31 03:00:00,47203.3,47003.55,47024.5,806.99,38018579.58,47158.86,direct,
2021-08-31 04:00:00,47298.65,47028.74,47158.86,907.97,42850324.63,47064.59,direct,
2021-08-31 05:00:00,47199.86,47022.05,47064.59,756.25,35643317.4,47159.7,direct,
2021-08-31 06:00:00,47241.42,46970.12,47159.7,783.74,36898520.0,47000.33,direct,
2021-08-31 07:00:00,47904.4,46841.03,47000.33,2017.12,95694068.03,47775.37,direct,
2021-08-31 08:00:00,47981.76,47660.2,47775.37,1148.34,54908795.13,47752.01,direct,
2021-08-31 09:00:00,47789.34,47360.04,47752.01,1018.81,48422170.78,47402.03,direct,
2021-08-31 10:00:00,47708.78,47160.56,47402.03,1204.61,57071675.81,47430.41,direct,
2021-08-31 11:00:00,48086.81,47343.61,47430.41,2099.25,100334868.55,47983.47,direct,
2021-08-31 12:00:00,48169.38,47750.25,47983.47,1153.65,55307406.85,47823.8,direct,
2021-08-31 13:00:00,48001.86,47685.64,47823.8,1327.98,63507507.57,47888.31,direct,
2021-08-31 14:00:00,48252.74,47216.2,47888.31,2854.36,136140309.35,47275.52,direct,
2021-08-31 15:00:00,47456.96,47189.08,47275.52,1302.71,61651910.49,47411.56,direct,
2021-08-31 16:00:00,47574.39,47299.27,47411.56,1188.83,56384323.0,47377.8,direct,
2021-08-31 17:00:00,47460.86,47014.37,47377.8,1078.31,50947222.44,47133.0,direct,
2021-08-31 18:00:00,47393.62,47043.56,47133.0,1075.6,50780249.95,47321.24,direct,
2021-08-31 19:00:00,47406.02,47208.83,47321.24,869.76,41156759.43,47313.72,direct,
2021-08-31 20:00:00,47337.54,46949.64,47313.72,1259.65,59412789.89,46996.26,direct,
2021-08-31 21:00:00,47200.1,46860.03,46996.26,1145.83,53849725.84,46949.25,direct,
2021-08-31 22:00:00,47109.45,46771.11,46949.25,1034.54,48535968.9,47100.37,direct,
2021-08-31 23:00:00,47350.33,47011.38,47100.37,755.86,35677792.85,47159.26,direct,
2021-09-01 00:00:00,47250.72,46734.07,47159.26,1504.88,70719917.84,46778.94,direct,
2021-09-01 01:00:00,46882.48,46544.74,46778.94,2716.88,126819732.63,46864.76,direct,
2021-09-01 02:00:00,47096.85,46766.3,46864.76,881.99,41375466.73,46899.74,direct,
2021-09-01 03:00:00,47060.48,46709.98,46899.74,642.71,30108693.67,47055.59,direct,
2021-09-01 04:00:00,47265.72,46990.95,47055.59,670.63,31610378.43,47146.4,direct,
2021-09-01 05:00:00,47531.55,46500.87,47160.81,38079.07,1806770672.35,47447.87,invert_divide,ETH
2021-09-01 06:00:00,47491.41,47209.68,47447.86,619.09,29315109.21,47333.75,direct,
2021-09-01 07:00:00,47445.97,47114.3,47333.75,702.51,33217806.98,47192.28,direct,
2021-09-01 08:00:00,47418.04,47133.62,47192.28,697.29,32975354.84,47369.82,direct,
2021-09-01 09:00:00,47705.52,47335.49,47369.82,1124.94,53493060.48,47666.92,direct,
2021-09-01 10:00:00,47765.69,47528.08,47666.92,772.91,36847591.54,47530.55,direct,
2021-09-01 11:00:00,47776.08,47530.55,47530.55,1077.99,51412072.45,47737.83,direct,
2021-09-01 12:00:00,47843.36,47633.97,47737.83,1588.05,75868494.88,47731.78,direct,
2021-09-01 13:00:00,47804.5,47382.1,47731.78,1455.57,69224189.3,47485.53,direct,
2021-09-01 14:00:00,47670.69,47299.15,47485.53,1434.72,68094485.74,47301.55,direct,
2021-09-01 15:00:00,47532.24,47300.32,47301.55,980.65,46489539.9,47518.91,direct,
2021-09-01 16:00:00,48587.95,47425.51,47518.91,4008.68,192876198.46,48471.63,direct,
2021-09-01 17:00:00,49062.05,48344.1,48471.63,3473.14,169319227.98,48748.06,direct,
2021-09-01 18:00:00,48912.77,48660.68,48748.06,1224.72,59717866.63,48671.49,direct,
2021-09-01 19:00:00,48691.03,48066.14,48671.49,2054.76,99281149.55,48171.38,direct,
2021-09-01 20:00:00,48338.07,48131.39,48171.38,807.87,38987552.69,48279.65,direct,
2021-09-01 21:00:00,48648.62,47936.87,48266.56,21010.17,1018180174.65,48461.3,invert_divide,ETH
2021-09-01 22:00:00,48765.17,48309.93,48445.92,933.31,45328920.88,48432.58,direct,
2021-09-01 23:00:00,48886.99,48407.26,48432.58,907.62,44169368.94,48840.01,direct,
2021-09-02 00:00:00,48985.22,48632.7,48840.01,1366.41,66757471.44,48799.3,direct,
2021-09-02 01:00:00,49814.75,48724.23,48799.3,3177.21,156960053.14,49715.05,direct,
2021-09-02 02:00:00,49889.51,49596.58,49715.05,2353.67,117074081.92,49598.04,direct,
2021-09-02 03:00:00,49696.89,49573.69,49598.04,897.14,44528757.08,49582.77,direct,
2021-09-02 04:00:00,49634.8,49330.24,49582.77,981.57,48531625.96,49404.21,direct,
2021-09-02 05:00:00,49704.12,49394.67,49404.21,833.29,41298802.11,49470.54,direct,
2021-09-02 06:00:00,49998.63,49459.58,49470.54,1526.67,76041697.17,49972.86,direct,
2021-09-02 07:00:00,50357.3,49728.22,49972.86,2421.07,121310692.49,49887.43,direct,
2021-09-02 08:00:00,50199.92,49768.51,49887.43,1006.37,50347866.48,50116.19,direct,
2021-09-02 09:00:00,50143.42,49694.64,50116.19,1383.38,68987720.17,49832.6,direct,
2021-09-02 10:00:00,50093.84,49763.88,49832.6,912.79,45578704.5,50058.9,direct,
2021-09-02 11:00:00,50164.56,49842.82,50058.9,893.75,44687570.05,50102.55,direct,
2021-09-02 12:00:00,50235.49,49893.83,50102.55,1414.96,70823243.59,50010.92,direct,
2021-09-02 13:00:00,50202.17,49983.41,50010.92,1097.62,55002151.13,50152.35,direct,
2021-09-02 14:00:00,50374.89,49423.96,50152.35,3092.16,154356065.71,49543.53,direct,
2021-09-02 15:00:00,49761.75,49347.57,49543.53,1766.09,87557054.46,49576.4,direct,
2021-09-02 16:00:00,49753.26,49453.72,49576.4,1139.35,56522443.65,49587.13,direct,
2021-09-02 17:00:00,49611.67,49304.79,49587.13,1078.62,53356536.66,49534.31,direct,
2021-09-02 18:00:00,49575.89,49223.93,49534.31,1134.9,56015168.7,49377.48,direct,
2021-09-02 19:00:00,49452.37,49247.73,49377.48,742.73,36668810.53,49334.11,direct,
2021-09-02 20:00:00,49668.8,49275.8,49334.11,920.29,45580148.83,49559.83,direct,
2021-09-02 21:00:00,49861.58,49540.27,49559.83,763.33,37915632.32,49837.48,direct,
2021-09-02 22:00:00,49841.67,49643.34,49837.48,609.53,30316015.33,49714.47,direct,
2021-09-02 23:00:00,49715.22,49255.28,49714.47,1003.25,49572581.52,49280.77,direct,
2021-09-03 00:00:00,49398.72,48507.99,49280.77,2689.9,131526846.49,48596.2,direct,
2021-09-03 01:00:00,48709.46,48362.56,48596.2,1463.25,71045582.71,48570.41,direct,
2021-09-03 02:00:00,49004.88,48537.25,48570.41,1095.58,53499452.75,48996.6,direct,
2021-09-03 03:00:00,49515.66,48964.59,48996.6,1020.83,50242571.63,49501.68,direct,
2021-09-03 04:00:00,49744.34,49423.07,49501.68,910.06,45111184.91,49722.24,direct,
2021-09-03 05:00:00,49731.76,49409.23,49722.24,690.18,34215303.42,49472.18,direct,
2021-09-03 06:00:00,49606.37,49331.99,49472.18,478.09,23654343.65,49412.44,direct,
2021-09-03 07:00:00,49560.1,49227.8,49412.44,634.41,31326027.99,49281.82,direct,
2021-09-03 08:00:00,50052.63,49274.36,49281.82,1415.35,70335174.52,50004.36,direct,
2021-09-03 09:00:00,50158.31,49846.66,50004.36,2025.54,101273780.33,50110.43,direct,
2021-09-03 10:00:00,50483.0,49605.91,50110.43,2996.67,150253914.66,49817.23,direct,
2021-09-03 11:00:00,50268.02,49609.99,49817.23,1952.23,97351267.47,50195.62,direct,
2021-09-03 12:00:00,50856.06,49922.28,50195.62,4688.12,237204017.45,50666.91,direct,
2021-09-03 13:00:00,50958.65,50578.33,50666.91,2019.32,102540525.24,50726.43,direct,
2021-09-03 14:00:00,51056.15,50447.26,50726.43,3725.12,188998655.03,50725.73,direct,
2021-09-03 15:00:00,50857.25,50571.15,50725.73,1185.98,60155393.38,50587.65,direct,
2021-09-03 16:00:00,50739.4,50493.82,50587.65,1081.21,54705353.13,50497.47,direct,
2021-09-03 17:00:00,50617.67,50343.6,50497.47,1090.53,55071180.18,50418.45,direct,
2021-09-03 18:00:00,50561.9,50252.59,50418.45,1296.65,65327776.53,50477.96,direct,
2021-09-03 19:00:00,50553.26,50283.66,50477.96,807.23,40699458.81,50544.82,direct,
2021-09-03 20:00:00,50549.27,50071.96,50544.82,1340.14,67327009.24,50152.89,direct,
2021-09-03 21:00:00,50252.57,50046.01,50152.89,777.63,39013085.46,50250.97,direct,
2021-09-03 22:00:00,50253.64,49610.07,50250.97,1765.39,87957580.86,49709.91,direct,
2021-09-03 23:00:00,50101.67,49599.36,49709.91,1347.45,67210321.27,50019.51,direct,
2021-09-04 00:00:00,50149.4,49719.82,50019.51,885.88,44258564.18,49948.7,direct,
2021-09-04 01:00:00,49948.7,49602.32,49948.7,861.44,42865909.55,49712.99,direct,
2021-09-04 02:00:00,50136.75,49619.32,49712.99,621.22,30980112.58,50129.48,direct,
2021-09-04 03:00:00,50364.94,50043.48,50129.48,640.85,32160674.05,50295.95,direct,
2021-09-04 04:00:00,50473.61,50226.64,50295.95,435.22,21923422.77,50351.06,direct,
2021-09-04 05:00:00,50369.79,50181.7,50351.06,476.82,23973657.44,50296.55,direct,
2021-09-04 06:00:00,50351.47,50198.31,50296.55,346.8,17437205.04,50341.28,direct,
2021-09-04 07:00:00,50453.69,50144.77,50341.28,349.09,17545588.77,50208.41,direct,
2021-09-04 08:00:00,50232.45,49981.61,50208.41,668.41,33485682.47,50121.39,direct,
2021-09-04 09:00:00,50457.36,50063.47,50121.39,602.22,30309471.82,50442.86,direct,
2021-09-04 10:00:00,50549.35,49812.41,50442.86,1035.45,51946647.93,49812.41,direct,
2021-09-04 11:00:00,50084.92,49729.62,49812.41,782.96,39064330.5,49938.38,direct,
2021-09-04 12:00:00,50332.83,49929.68,49938.38,689.34,34563684.91,50261.1,direct,
2021-09-04 13:00:00,50304.42,50091.89,50261.1,625.94,31443408.31,50222.56,direct,
2021-09-04 14:00:00,50231.19,49867.94,50222.56,790.36,39511471.46,49996.55,direct,
2021-09-04 15:00:00,50145.36,49775.73,49996.55,903.73,45150516.08,49894.73,direct,
2021-09-04 16:00:00,50063.88,49773.29,49894.73,597.47,29823011.43,49844.49,direct,
2021-09-04 17:00:00,49986.23,49501.12,49844.49,1773.38,88029799.13,49985.79,direct,
2021-09-04 18:00:00,50050.77,49887.34,49985.79,490.62,24515805.75,49912.71,direct,
2021-09-04 19:00:00,50014.22,49660.96,49912.71,959.84,47826420.66,50006.27,direct,
2021-09-04 20:00:00,50252.27,49991.67,50006.27,777.29,38971437.52,50186.65,direct,
2021-09-04 21:00:00,50246.96,50106.86,50186.65,350.16,17576516.32,50230.23,direct,
2021-09-04 22:00:00,50286.05,49868.57,50230.23,615.05,30806709.75,49896.71,direct,
2021-09-04 23:00:00,50045.05,49759.1,49896.71,515.6,25718879.12,49935.29,direct,
2021-09-05 00:00:00,50253.03,49815.73,49935.29,682.9,34183839.14,50178.83,direct,
2021-09-05 01:00:00,50204.44,49949.5,50178.83,419.79,21016929.58,50121.83,direct,
2021-09-05 02:00:00,50322.56,50077.04,50121.83,489.14,24557851.07,50129.76,direct,
2021-09-05 03:00:00,50153.63,49693.6,50129.76,806.11,40175527.03,49703.29,direct,
2021-09-05 04:00:00,49910.39,49675.91,49703.29,411.73,20506165.51,49853.19,direct,
2021-09-05 05:00:00,49869.19,49629.38,49853.19,488.5,24290326.78,49720.35,direct,
2021-09-05 06:00:00,49919.06,49499.28,49720.35,551.83,27414994.99,49883.83,direct,
2021-09-05 07:00:00,50056.92,49824.65,49883.83,496.24,24795277.45,49876.13,direct,
2021-09-05 08:00:00,50185.62,49842.75,49876.13,362.03,18121704.13,50174.68,direct,
2021-09-05 09:00:00,50232.97,50052.0,50174.68,569.08,28542546.27,50165.08,direct,
2021-09-05 10:00:00,50267.48,49981.94,50165.08,568.49,28518073.61,50025.66,direct,
2021-09-05 11:00:00,50409.64,49903.74,50025.66,867.85,43527868.08,50217.22,direct,
2021-09-05 12:00:00,50271.75,50056.4,50217.22,406.82,20412039.72,50118.41,direct,
2021-09-05 13:00:00,50272.6,50078.45,50118.41,520.62,26123999.59,50200.59,direct,
2021-09-05 14:00:00,50499.46,50161.27,50200.59,1277.65,64331727.88,50267.63,direct,
2021-09-05 15:00:00,50371.63,50105.08,50267.63,717.54,36063400.06,50235.92,direct,
2021-09-05 16:00:00,50432.99,50151.47,50235.92,627.66,31561372.43,50389.08,direct,
2021-09-05 17:00:00,50460.0,50311.58,50389.08,509.04,25641844.53,50335.96,direct,
2021-09-05 18:00:00,50447.59,50269.71,50335.96,408.88,20593877.08,50384.5,direct,
2021-09-05 19:00:00,50891.33,50383.25,50384.5,1760.68,89329095.51,50704.02,direct,
2021-09-05 20:00:00,51723.01,50664.12,50704.02,3335.06,170890547.53,51672.4,direct,
2021-09-05 21:00:00,51831.12,51487.73,51672.4,2749.66,141941113.13,51725.5,direct,
2021-09-05 22:00:00,51890.18,51613.6,51725.5,1245.96,64460429.64,51834.43,direct,
2021-09-05 23:00:00,51884.65,51628.89,51834.43,1108.84,57416002.35,51784.16,direct,
2021-09-06 00:00:00,51898.19,51541.17,51784.16,1238.26,64096203.26,51773.66,direct,
2021-09-06 01:00:00,51949.15,51685.69,51773.66,994.28,51524742.37,51835.07,direct,
2021-09-06 02:00:00,51858.67,51665.34,51835.07,727.39,37633490.95,51689.14,direct,
2021-09-06 03:00:00,51751.99,51490.59,51689.14,767.18,39618528.39,51607.57,direct,
2021-09-06 04:00:00,51734.29,51593.42,51607.57,459.22,23735653.47,51710.92,direct,
2021-09-06 05:00:00,51786.01,51649.3,51710.92,463.05,23955513.47,51782.39,direct,
2021-09-06 06:00:00,51914.3,51765.25,51782.39,592.75,30728293.44,51868.87,direct,
2021-09-06 07:00:00,51985.04,51710.69,51868.87,928.09,48119609.64,51815.73,direct,
2021-09-06 08:00:00,51816.61,51660.19,51815.73,493.57,25532733.37,51695.06,direct,
2021-09-06 09:00:00,51896.21,51663.06,51695.06,547.32,28350225.43,51854.3,direct,
2021-09-06 10:00:00,51859.47,51739.4,51854.3,484.44,25095802.98,51818.2,direct,
2021-09-06 11:00:00,52209.97,51339.31,51818.2,3271.76,169305003.73,51403.46,direct,
2021-09-06 12:00:00,51543.28,51035.68,51403.46,2388.94,122540788.3,51379.48,direct,
2021-09-06 13:00:00,51507.61,51191.16,51379.48,1006.76,51683268.1,51490.93,direct,
2021-09-06 14:00:00,51731.75,51459.46,51490.93,946.34,48857351.86,51713.58,direct,
2021-09-06 15:00:00,51726.02,51577.42,51713.58,679.81,35122618.82,51616.68,direct,
2021-09-06 16:00:00,51740.37,51508.12,51616.68,702.82,36270742.92,51568.2,direct,
2021-09-06 17:00:00,51715.78,51554.32,51568.2,505.47,26117734.25,51692.68,direct,
2021-09-06 18:00:00,51888.78,51628.68,51692.68,964.82,49965110.8,51861.94,direct,
2021-09-06 19:00:00,52066.32,51734.02,51861.94,1312.81,68152307.76,51749.37,direct,
2021-09-06 20:00:00,51981.99,51669.84,51749.37,607.91,31511445.69,51945.06,direct,
2021-09-06 21:00:00,52172.25,51872.93,51945.06,871.56,45333878.15,52118.14,direct,
2021-09-06 22:00:00,52641.25,52105.1,52118.14,2733.1,143293753.46,52615.17,direct,
2021-09-06 23:00:00,52766.16,52375.24,52615.17,1935.65,101828497.39,52693.32,direct,
2021-09-07 00:00:00,52778.55,52408.98,52693.32,1315.44,69157074.6,52521.61,direct,
2021-09-07 01:00:00,52704.39,52474.16,52521.61,726.65,38208011.52,52526.44,direct,
2021-09-07 02:00:00,52837.78,52525.3,52526.44,954.12,50294034.34,52721.53,direct,
2021-09-07 03:00:00,52919.24,52642.91,52721.53,1075.26,56760925.36,52670.97,direct,
2021-09-07 04:00:00,52694.69,52517.41,52670.97,670.4,35269787.73,52546.63,direct,
2021-09-07 05:00:00,52740.73,52415.6,52546.63,928.26,48797684.5,52681.56,direct,
2021-09-07 06:00:00,52692.34,52367.5,52681.56,653.87,34357546.95,52371.71,direct,
2021-09-07 07:00:00,52462.68,52103.79,52371.71,1272.52,66532913.7,52361.98,direct,
2021-09-07 08:00:00,52375.42,51214.38,52361.98,5198.87,268146818.3,51214.38,direct,
2021-09-07 09:00:00,51458.11,50581.76,51214.38,3037.35,154933688.6,50859.12,direct,
2021-09-07 10:00:00,51247.3,50818.3,50859.12,1719.29,87747963.01,51138.62,direct,
2021-09-07 11:00:00,51204.69,50942.45,51138.62,1177.24,60131019.37,50948.81,direct,
2021-09-07 12:00:00,51100.85,50662.39,50948.81,1566.25,79709022.99,50985.83,direct,
2021-09-07 13:00:00,51072.79,50566.29,50985.83,1774.31,90261592.21,50596.94,direct,
2021-09-07 14:00:00,50776.59,48391.66,50596.94,11443.1,566165626.5,48411.94,direct,
2021-09-07 15:00:00,48411.94,43904.42,48411.94,21794.75,1010400516.59,46775.73,direct,
2021-09-07 16:00:00,47614.89,46607.63,46775.73,6308.67,297222420.27,47521.62,direct,
2021-09-07 17:00:00,47608.1,46627.79,47521.62,4425.52,208287505.21,46638.66,direct,
2021-09-07 18:00:00,47324.04,46049.57,46638.66,5412.52,252803836.76,46980.43,direct,
2021-09-07 19:00:00,47262.78,46606.95,46980.43,2988.01,140226318.93,46709.85,direct,
2021-09-07 20:00:00,47161.72,46308.24,46709.85,3418.62,159816213.68,46826.37,direct,
2021-09-07 21:00:00,46942.63,46123.48,46826.37,2308.84,107215006.04,46562.25,direct,
2021-09-07 22:00:00,46982.24,46357.88,46562.25,1906.9,89209879.28,46820.83,direct,
2021-09-07 23:00:00,47190.03,46499.0,46820.83,1797.34,84218328.28,46856.31,direct,
2021-09-08 00:00:00,47121.93,46462.98,46856.31,1724.61,80796616.68,47051.22,direct,
2021-09-08 01:00:00,47215.57,46747.45,47051.22,1438.95,67594101.7,47205.97,direct,
2021-09-08 02:00:00,47362.35,47088.71,47205.97,1388.55,65568362.66,47099.84,direct,
2021-09-08 03:00:00,47142.31,46282.62,47099.84,2216.44,103404884.25,46472.58,direct,
2021-09-08 04:00:00,46838.32,46337.12,46472.58,1260.26,58796332.52,46435.12,direct,
2021-09-08 05:00:00,46696.94,46051.5,46435.12,1754.45,81349859.87,46093.94,direct,
2021-09-08 06:00:00,46382.42,45047.14,46093.94,5087.2,231982522.92,45186.3,direct,
2021-09-08 07:00:00,45550.97,45067.71,45186.3,2198.0,99660801.87,45078.24,direct,
2021-09-08 08:00:00,46014.16,44475.76,45078.24,4907.2,221736187.14,45990.92,direct,
2021-09-08 09:00:00,46290.59,45777.23,45990.92,1724.07,79355608.35,46277.06,direct,
2021-09-08 10:00:00,46580.44,45807.76,46277.06,1767.84,81585489.16,46470.4,direct,
2021-09-08 11:00:00,46780.91,46351.45,46470.4,1642.36,76435858.1,46420.77,direct,
2021-09-08 12:00:00,46697.86,46175.38,46420.77,1477.87,68722929.78,46274.28,direct,
2021-09-08 13:00:00,46803.22,45731.89,46274.28,3189.05,147616185.17,46324.39,direct,
2021-09-08 14:00:00,46372.1,45685.63,46324.39,2410.0,110978316.3,45846.92,direct,
2021-09-08 15:00:00,46411.55,45779.75,45846.92,1901.61,87649545.08,46077.03,direct,
2021-09-08 16:00:00,46544.34,45845.38,46077.03,1637.47,75714143.11,46437.91,direct,
2021-09-08 17:00:00,46444.31,46008.36,46437.91,1137.5,52579361.11,46228.42,direct,
2021-09-08 18:00:00,46504.36,46094.78,46228.42,1031.69,47771441.52,46504.34,direct,
2021-09-08 19:00:00,46516.0,46270.66,46504.34,1023.82,47497774.69,46453.05,direct,
2021-09-08 20:00:00,46456.64,45848.84,46453.05,1405.09,64714345.3,46064.64,direct,
2021-09-08 21:00:00,46284.37,45954.16,46064.64,746.11,34419824.16,46071.14,direct,
2021-09-08 22:00:00,46772.05,45996.61,46071.14,1355.26,63089093.81,46601.14,direct,
2021-09-08 23:00:00,46671.73,45987.7,46601.14,1213.43,56167703.84,46073.45,direct,
2021-09-09 00:00:00,46358.44,45888.98,46073.45,1714.96,79098654.48,46348.02,direct,
2021-09-09 01:00:00,46353.32,45927.58,46348.02,827.43,38127634.23,46113.09,direct,
2021-09-09 02:00:00,46268.6,45740.04,46113.09,1407.4,64656789.37,45747.65,direct,
2021-09-09 03:00:00,46061.15,45572.3,45747.65,1613.44,73993655.85,45994.78,direct,
2021-09-09 04:00:00,46317.48,45942.96,45994.78,747.31,34493338.2,46171.98,direct,
2021-09-09 05:00:00,46335.12,46064.25,46171.98,589.0,27218941.08,46309.65,direct,
2021-09-09 06:00:00,46359.26,46053.54,46309.65,614.05,28362834.45,46176.23,direct,
2021-09-09 07:00:00,46314.01,45902.73,46176.23,717.78,33111299.97,46288.34,direct,
2021-09-09 08:00:00,46550.47,46187.09,46288.34,1066.76,49480421.43,46280.65,direct,
2021-09-09 09:00:00,46394.58,46140.92,46280.65,764.5,35397793.28,46177.48,direct,
2021-09-09 10:00:00,46190.67,45931.52,46177.48,1382.02,63648655.44,46168.23,direct,
2021-09-09 11:00:00,46439.59,46098.79,46168.23,1465.79,67895811.7,46323.27,direct,
2021-09-09 12:00:00,46759.22,45650.47,46323.27,3221.0,148689643.87,46672.3,direct,
2021-09-09 13:00:00,47236.87,46668.54,46672.3,3911.3,183957984.43,46915.2,direct,
2021-09-09 14:00:00,47182.86,46907.95,46915.2,1219.36,57374807.63,46953.39,direct,
2021-09-09 15:00:00,47053.99,46733.88,46953.39,1288.52,60458921.37,47014.25,direct,
2021-09-09 16:00:00,47335.29,46872.68,47014.25,1704.18,80230167.68,47215.33,direct,
2021-09-09 17:00:00,47269.72,46779.48,47215.33,1354.19,63652574.22,46780.36,direct,
2021-09-09 18:00:00,46827.68,46480.36,46780.36,1702.1,79411865.28,46641.14,direct,
2021-09-09 19:00:00,46712.38,46504.65,46641.14,1184.77,55222405.44,46589.78,direct,
2021-09-09 20:00:00,46642.97,46093.62,46589.78,1638.89,75962097.27,46262.05,direct,
2021-09-09 21:00:00,46491.69,46232.33,46262.05,644.71,29897853.05,46491.69,direct,
2021-09-09 22:00:00,46566.15,46291.46,46491.69,694.29,32230017.0,46516.29,direct,
2021-09-09 23:00:00,46647.47,46305.02,46516.29,799.93,37192932.79,46392.85,direct,
2021-09-10 00:00:00,46699.02,46280.79,46392.85,858.43,39921411.72,46606.34,direct,
2021-09-10 01:00:00,47026.67,46585.6,46606.34,1183.94,55414182.27,46906.16,direct,
2021-09-10 02:00:00,46955.49,46677.39,46906.16,813.93,38109392.44,46679.89,direct,
2021-09-10 03:00:00,46733.26,46493.24,46679.89,512.22,23881313.52,46726.05,direct,
